CASE_NO,DECISION_DATE,VISA_CLASS,CASE_RECEIVED_DATE,CASE_STATUS,REQUESTED_START_DATE_OF_NEED,REQUESTED_END_DATE_OF_NEED,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE_ID,SOC_TITLE,NBR_WORKERS_CERTIFIED,BASIC_NUMBER_OF_HOURS,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,WORKSITE_LOCATION_CITY,WORKSITE_LOCATION_STATE,ORGANIZATION_FLAG
H-300-14051-068518,2014-03-27,H-2A,2014-02-20,DETERMINATION ISSUED - CERTIFICATION,2014-05-01,2015-01-20,2014-05-01,2015-01-20,gregg martin,269 chaplin-taylorsville rd,,bloomfield,KY,40008,FARMERS AID USA,CAROL SCHICK,OCALA,FL,"farmworkers and laborers,crops",45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",4,48,10.1,Hour,bloom field,KY,Individual Employer
H-300-14051-079564,2014-03-18,H-2A,2014-02-20,DETERMINATION ISSUED - CERTIFICATION,2014-04-11,2014-10-15,2014-04-11,2014-10-15,Lynn Farms,(Physical) 11599 Hwy 3049,"(Mailing) PO Box 125 Gilliam, LA 71029",Gilliam,LA,71029,USAMEX Ltd Co.,David Donaldson,Bald Knob,AR,Farm Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",6,40,9.87,Hour,Gilliam,LA,Individual Employer
H-300-14051-081133,2014-03-24,H-2A,2014-02-20,DETERMINATION ISSUED - CERTIFICATION,2014-04-20,2014-11-30,2014-04-20,2014-11-30,RIVERSIDE FARMS,15238 Adams St,,Elk River,MN,55330,SOUTHERN IMPACT,LESLI DOWNS,FAIRVIEW,OK,Farmworker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",24,36,11.49,Hour,Elk River,MN,Individual Employer
H-300-14051-086516,2014-03-13,H-2A,2014-02-20,DETERMINATION ISSUED - CERTIFICATION,2014-04-12,2014-12-25,2014-04-12,2014-12-25,HOLUBEC FARMS,(Physical) 22305 South Hwy 349,"(Mailing) 22305 South Hwy 349 Midkiff, TX 79755",Midkiff,TX,79755,USAMEX Ltd Co.,David Donaldson,Bald Knob,AR,Farm Laborer,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",8,40,10.86,Hour,Midkiff,TX,Individual Employer
H-300-14051-089745,2014-03-25,H-2A,2014-02-20,DETERMINATION ISSUED - CERTIFICATION,2014-05-01,2014-11-10,2014-05-01,2014-11-10,"Massieon Farms Harvesting, Inc",9700 Onaga Rd,,Wamego,KS,66547,GOLDEN OPPORTUNITIES INT. LLC,HELEEN VAN TONDER,MCGREGOR,IA,Farm Machine Operator,45-2091,Agricultural Equipment Operators,3,48,10.69,Hour,Wamego,KS,H-2A Labor Contractor or Job Contractor
H-300-14051-093261,2014-03-12,H-2A,2014-02-20,DETERMINATION ISSUED - CERTIFICATION,2014-05-01,2014-12-31,2014-05-01,2014-12-31,MIKE MATTINGLY,1846 JIMTOWN RD,,SPRINGFIELD,KY,40069,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/ LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2,40,10.1,Hour,SPRINGFIELD,KY,Individual Employer
H-300-14051-094025,2014-03-17,H-2A,2014-02-20,DETERMINATION ISSUED - CERTIFICATION,2014-04-28,2014-12-15,2014-04-28,2014-12-15,HOLLIDAY TOBACCO INC.,400 JOE RILEY RD,,OLMSTEAD,KY,42265,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/ LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",5,40,10.1,Hour,OLMSTEAD,KY,Individual Employer
H-300-14051-116134,2014-03-14,H-2A,2014-02-20,DETERMINATION ISSUED - CERTIFICATION,2014-04-15,2014-11-01,2014-04-15,2014-11-01,Great Plains Alfalfa,70036 NW 30th St.,,Pratt,KS,67124,AGRI PLACEMENTS INTERNATIONAL,ELAINE FLAMING,FAIRVIEW,OK,Farm Labor,45-2091,Agricultural Equipment Operators,2,48,13.41,Hour,Pratt,KS,Individual Employer
H-300-14051-221708,2014-03-17,H-2A,2014-02-20,DETERMINATION ISSUED - CERTIFICATION,2014-04-29,2014-11-29,2014-04-29,2014-11-29,BUSH & SON FARMS,888 BUSH RD,,CADIZ,KY,42211,"KY.FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",3,40,10.1,Hour,CADIZ,KY,Individual Employer
H-300-14051-233590,2014-03-14,H-2A,2014-02-20,DETERMINATION ISSUED - PARTIAL CERTIFICATION,2014-05-01,2014-10-31,2014-05-01,2014-10-31,HELDT PRODUCE INC,431 CO ROAD H,,ASHLAND,NE,68003,,,,,Farm Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",46,40,13.41,Hour,Ashland,NE,Individual Employer
H-300-14051-237737,2014-03-18,H-2A,2014-02-20,DETERMINATION ISSUED - CERTIFICATION,2014-04-19,2014-11-30,2014-04-19,2014-11-30,Jeff Compton Farms,Rt 1 Box 81A,,Texhoma,OK,73949,SOUTHERN IMPACT,LESLI DOWNS,FAIRVIEW,OK,Farmworker,45-2091,Agricultural Equipment Operators,1,36,10.86,Hour,Texhoma,OK,Individual Employer
H-300-14051-310939,2014-03-24,H-2A,2014-02-20,DETERMINATION ISSUED - CERTIFICATION,2014-04-07,2014-11-29,2014-04-07,2014-11-29,TOWER FAMILY LLP,1709 YOUNGSTOWN RD,,YOUNGSTOWN,NY,14174,,,,,"Farm Workers & Laborers, Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",4,40,11.22,Hour,Youngstown,NY,Individual Employer
H-300-14051-357405,2014-03-20,H-2A,2014-02-20,DETERMINATION ISSUED - DENIED,2014-04-07,2014-11-30,2014-04-07,2014-11-30,"New Era Farming, Inc.",1141 Tama Lane,,Santa Maria,CA,92458,"SLR Labor Works, LLC",Gloria Rodriguez,San Antonio,TX,Farmworker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",0,60,11.01,Hour,Nopomo,CA,Individual Employer
H-300-14051-365437,2014-03-17,H-2A,2014-02-20,DETERMINATION ISSUED - CERTIFICATION,2014-04-06,2014-11-15,2014-04-06,2014-11-15,Lippis Farm,(Physical) 160 McCumber Lane,"(Mailing) 1834 Cedar Avenue Canyon City, CO 81212",Florence,CO,81226,USAMEX Ltd Co.,David Donaldson,Bald Knob,AR,Farm Laborer,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",8,40,10.89,Hour,Florence,CO,Individual Employer
H-300-14051-384895,2014-03-31,H-2A,2014-02-20,DETERMINATION ISSUED - CERTIFICATION,2014-05-01,2014-12-15,2014-05-01,2014-12-15,"Prevost Harvesting, Ltd",RR #1,,Rose Valley,,,SOUTHERN IMPACT,LESLI DOWNS,FAIRVIEW,OK,Farmworker,45-2091,Agricultural Equipment Operators,12,36,10.86,Hour,Canton,OK,H-2A Labor Contractor or Job Contractor
H-300-14051-388055,2014-03-17,H-2A,2014-02-20,DETERMINATION ISSUED - CERTIFICATION,2014-04-20,2014-12-20,2014-04-20,2014-12-20,CARRAWAY TOBACCO FARMS,1608 BAILEY RD,,MURRAY,KY,42071,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",5,40,10.1,Hour,MURRAY,KY,Individual Employer
H-300-14051-441561,2014-04-01,H-2A,2014-02-20,DETERMINATION ISSUED - CERTIFICATION,2014-05-01,2014-12-20,2014-05-01,2014-12-20,L M & M FARMS,1776 CHEROKEE TRAIL,,MURRAY,KY,42071,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/ LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",3,40,10.1,Hour,MURRAY,KY,Individual Employer
H-300-14051-503752,2014-04-03,H-2A,2014-02-20,DETERMINATION ISSUED - CERTIFICATION,2014-05-01,2014-12-15,2014-05-01,2014-12-15,SEVEN SPRINGS FARMS,602 BLACKHAWK RD,,CADIZ,KY,42211,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/ LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",3,40,10.1,Hour,CADIZ,KY,Individual Employer
H-300-14051-510880,2014-03-21,H-2A,2014-03-05,DETERMINATION ISSUED - CERTIFICATION,2014-05-01,2014-10-15,2014-05-01,2014-10-15,"Rhoads Farm, Inc.",1051 State Rt. 56 E.,"mailing: 1051 State Rt. 56 E. , Circleville OH  43113",Circleville,OH,43113,"MAS LABOR H-2A, LLC",Elizabeth Whitley,LOVINGSTON,VA,Farm/Nursery Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",20,35,11.63,Hour,Circleville,OH,Individual Employer
H-300-14051-578911,2014-03-27,H-2A,2014-03-03,DETERMINATION ISSUED - CERTIFICATION,2014-05-01,2015-01-20,2014-05-01,2015-01-20,Larry Grace,17520 Greenville Road,,Hopkinsville,KY,42240,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",4,40,10.1,Hour,HOPKINSVILLE,KY,Association - Filing as Agent (H-2A Only)
H-300-14051-598021,2014-03-28,H-2A,2014-02-20,DETERMINATION ISSUED - CERTIFICATION,2014-05-01,2014-12-20,2014-05-01,2014-12-20,N P PRODUCERS ASSOCIATION,3661 SHOEMAKER RD,,HAZEL,KY,42049,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",5,40,10.1,Hour,HAZEL,KY,Individual Employer
H-300-14051-612341,2014-03-27,H-2A,2014-02-20,DETERMINATION ISSUED - CERTIFICATION,2014-04-14,2014-12-10,2014-04-14,2014-12-10,Elvis L Bellar,5729 Rockey Road,,Adams,TN,37010,International Labor Management Corp,Christi Tabaretti,Vass,NC,Farmworker; diversified,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",9,40,10.1,Hour,Adams,TN,Individual Employer
H-300-14051-646769,2014-03-31,H-2A,2014-02-20,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2014-04-05,2014-07-15,2014-04-05,2014-07-15,"Gregorio Tlacuatl, FLC",91 JL Trailer Park Rd,,Reidsville,GA,30453,"AGWORKS H2, LLC",PATRICIA HALL,LAKE PARK,GA,Farm Workers,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",112,35,10,Hour,Reidsville,GA,H-2A Labor Contractor or Job Contractor
H-300-14051-656610,2014-03-19,H-2A,2014-02-20,DETERMINATION ISSUED - CERTIFICATION,2014-04-06,2014-11-15,2014-04-06,2014-11-15,"FOOTHILL PACKING, INC.",1582 MOFFETT STREET SUITE G,,SALINAS,CA,93905,"MALITZLAW, INC.",JEANNE MALITZ,SAN DIEGO,CA,Field Worker (Head Lettuce&Romaine/Romaine Hearts),45-2092,"Farmworkers and Laborers, Crop, Nursery, and",125,42,11.01,Hour,Santa Maria,CA,H-2A Labor Contractor or Job Contractor
H-300-14051-662630,2014-03-24,H-2A,2014-02-27,DETERMINATION ISSUED - CERTIFICATION,2014-05-01,2014-12-20,2014-05-01,2014-12-20,Chester Black Jr.,175 Lorena Bagwell Drive,,Dover,TN,37058,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",3,40,10.1,Hour,Dover,TN,Association - Filing as Agent (H-2A Only)
H-300-14051-672608,2014-03-11,H-2A,2014-02-20,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2014-04-07,2014-08-10,2014-04-07,2014-08-10,"Dickey Farms, Inc.",3440 Musella Road,"Mailing: PO Box 10, Musella, GA 31066",Musella,GA,31066,"AGWORKS H2, LLC",PATRICIA HALL,LAKE PARK,GA,Orchard Workers,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",40,40,10,Hour,Musella,GA,Individual Employer
H-300-14051-672793,2014-03-28,H-2A,2014-03-03,DETERMINATION ISSUED - CERTIFICATION,2014-05-01,2014-12-31,2014-05-01,2014-12-31,Jesse & Shelby Emmick (Partnership),10383 River Rd,,Lewisport,KY,42351,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2,40,10.1,Hour,Lewisport,KY,Association - Filing as Agent (H-2A Only)
H-300-14051-686525,2014-03-10,H-2A,2014-02-20,DETERMINATION ISSUED - CERTIFICATION,2014-04-20,2014-12-20,2014-04-20,2014-12-20,KELVIN GREENFIELD,679 BUTLER RD,,ELKTON,KY,42220,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/ LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2,40,10.1,Hour,ELKTON,KY,Individual Employer
H-300-14051-712389,2014-03-21,H-2A,2014-02-20,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2014-04-07,2014-09-22,2014-04-07,2014-09-22,4L Construction Inc.,1409 3rd Street,,Eldora,IA,50627,THE BERNARD FIRM P.L.C.,Aaron Bernard,IOWA FALLS,IA,Farm Worker/Laborer,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",10,40,12.22,Hour,Hampton,IA,H-2A Labor Contractor or Job Contractor
H-300-14051-724892,2014-03-14,H-2A,2014-02-28,DETERMINATION ISSUED - CERTIFICATION,2014-04-15,2014-11-15,2014-04-15,2014-11-15,"DOUBLE G, LLC",338 S. 600 W.,,Corral,ID,83322,SNAKE RIVER FARMERS ASSOCIATION INC,MICHAELENE ROWE,HEYBURN,ID,Farm/Irrigation/Livestock Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",5,48,10.69,Hour,Hagerman,ID,Individual Employer
H-300-14051-785409,2014-03-19,H-2A,2014-02-26,DETERMINATION ISSUED - CERTIFICATION,2014-04-15,2014-12-15,2014-04-15,2014-12-15,Padlock Ranch Company,8420 Hwy. 14,N/A,Ranchester,WY,82839,SNAKE RIVER FARMERS ASSOCIATION INC,MICHAELENE ROWE,HEYBURN,ID,General Farm/Irrigation Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2,48,10.69,Hour,Ranchester,WY,Individual Employer
H-300-14051-801735,2014-04-01,H-2A,2014-02-20,DETERMINATION ISSUED - CERTIFICATION,2014-05-01,2014-12-15,2014-05-01,2014-12-15,FROGUE FARMS,3730 GUTHRIE RD,,GUTHRIE,KY,42234,"KY.FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",3,40,10.1,Hour,GUTHRIE,KY,Individual Employer
H-300-14051-806560,2014-03-10,H-2A,2014-02-20,DETERMINATION ISSUED - CERTIFICATION,2014-04-06,2015-01-15,2014-04-06,2015-01-15,Engemann Farms,"Physical: 1703 Hwy 77, Maringouin, LA 70757","Mail:  1703 Hwy 77, Maringouin, LA 70757",Maringouin,LA,70757,"Couch Application Service Assistance, L.L.C.","Kelly Couch (Casa, Manager)",New Roads,LA,General Farm Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",16,40,9.87,Hour,Marigouin,LA,Individual Employer
H-300-14051-811746,2014-03-27,H-2A,2014-03-03,DETERMINATION ISSUED - CERTIFICATION,2014-05-01,2015-02-01,2014-05-01,2015-02-01,KEITH GIPSON,2275 Duncan Chapel Road,,Auburn,KY,42206,Agriculture Workforce Management Association,Donna Carpenter,Lexington,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",8,40,10.1,Hour,Auburn,KY,Association - Filing as Agent (H-2A Only)
H-300-14051-821188,2014-03-31,H-2A,2014-02-20,DETERMINATION ISSUED - CERTIFICATION,2014-05-01,2015-01-15,2014-05-01,2015-01-15,GREENE ACRES FARMS,5570 LOUISE RD,,CUMBERLAND FURNACE,TN,37051,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",4,40,10.1,Hour,CUMBERLAND FURNACE,TN,Individual Employer
H-300-14051-826006,2014-03-26,H-2A,2014-02-26,DETERMINATION ISSUED - CERTIFICATION,2014-04-15,2014-12-15,2014-04-15,2014-12-15,CYCLONE RANCH LLC,PO BOX1503,,CRAIG,CO,81626,,,,,Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,60,875,Month,Hamilton,CO,Individual Employer
H-300-14051-827354,2014-03-13,H-2A,2014-02-20,DETERMINATION ISSUED - CERTIFICATION,2014-04-11,2015-02-11,2014-04-11,2015-02-11,Rustin Knight,1901 East Tate St.,,Brownfield,TX,79316,AGRI PLACEMENTS INTERNATIONAL,ELAINE FLAMING,FAIRVIEW,OK,Farm Labor,45-2091,Agricultural Equipment Operators,2,48,10.86,Hour,Tokio,TX,Individual Employer
H-300-14051-833363,2014-03-11,H-2A,2014-02-20,DETERMINATION ISSUED - CERTIFICATION,2014-04-10,2014-12-20,2014-04-10,2014-12-20,T and M Farms,2331 Hwy 1 North,"2331 Hwy 1 North Marianna, AR 72360",Marianna,AR,72360,USAMEX Ltd Co.,David Donaldson,Balk Knob,AR,Farm Laborer,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",16,40,9.87,Hour,Marianna,AR,Individual Employer
H-300-14051-842911,2014-03-25,H-2A,2014-02-20,DETERMINATION ISSUED - CERTIFICATION,2014-04-28,2014-12-15,2014-04-28,2014-12-15,CDL TOBACCO LLC,1922 WILKENS RD,,BENTON,KY,42025,"KY, FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/ LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",4,40,10.1,Hour,BENTON,KY,Individual Employer
H-300-14051-851578,2014-03-11,H-2A,2014-02-20,DETERMINATION ISSUED - CERTIFICATION,2014-04-06,2015-01-31,2014-04-06,2015-01-31,Ray John Forrest dba Canemount Plantation,"Physical: 12805 Bayou Fordoche Road, Morganza, LA 70759","Mail: P O Box 1006, New Roads, LA  70760",Morganza,LA,70759,"Couch Application Service Assistance, L.L.C.","Kelly Couch (Casa, Manager)",New Roads,LA,General Farm Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",1,40,9.87,Hour,Morganza,LA,Individual Employer
H-300-14051-881779,2014-03-24,H-2A,2014-02-20,DETERMINATION ISSUED - CERTIFICATION,2014-04-25,2014-12-15,2014-04-25,2014-12-15,M & M FARMS ASSOCIATION,4977 SHAW,,MELBER,KY,42069,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/ LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",5,40,10.1,Hour,MELBER,KY,Individual Employer
H-300-14051-910784,2014-03-25,H-2A,2014-03-03,DETERMINATION ISSUED - CERTIFICATION,2014-05-01,2015-02-15,2014-05-01,2015-02-15,Carl Crowe,6592 Spencer Road,,Mt. Sterling,KY,40353,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2,40,10.1,Hour,Mt. Sterling,KY,Association - Filing as Agent (H-2A Only)
H-300-14051-913406,2014-03-28,H-2A,2014-02-22,DETERMINATION ISSUED - CERTIFICATION,2014-05-01,2014-12-15,2014-05-01,2014-12-15,"Honey Dog Farm, LLC",284 Rodman Rd.,"(Mailing: P. O. Box 482, Craryville, NY 12521)",Hillsdale,NY,12529,"H2 EXPRESS, INC",STEVEN MCKAY,HUDSON,NY,Crop Farm Worker and Laborer,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",9,40,11.22,Hour,Hillsdale,NY,Individual Employer
H-300-14051-948433,2014-03-18,H-2A,2014-02-27,DETERMINATION ISSUED - CERTIFICATION,2014-04-13,2014-11-15,2014-04-13,2014-11-15,Kuntz Farms,PO Box 109,6414 Custer Frontage Rd,Custer,MT,59024,SNAKE RIVER FARMERS ASSOCIATION INC,MICHAELENE ROWE,HEYBURN,ID,General Farm/Irrigation Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",1,48,10.69,Hour,Custer,MT,Individual Employer
H-300-14051-948907,2014-03-05,H-2A,2014-02-20,DETERMINATION ISSUED - CERTIFICATION,2014-04-01,2015-01-20,2014-04-01,2015-01-20,"B & M Farms of Simmesport, LLC.","Physical: 2621 Hwy 1183, Simmesport, LA 71369","Mail: 2621 Hwy 1183, Simmesport, LA 71369",Simmesport,LA,71369,"Couch Application Service Assistance, L.L.C.","Kelly Couch (Casa, Manager)",New Roads,LA,General Farm Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2,40,9.87,Hour,Simmesport,LA,Individual Employer
H-300-14051-964483,2014-03-25,H-2A,2014-02-25,DETERMINATION ISSUED - CERTIFICATION,2014-04-11,2015-01-15,2014-04-11,2015-01-15,Leed Champagne & Sons,1191 Leed Champagne Road,,St. Martinville,LA,70582,B & B FIELD SPECIALISTS,KASSI BERARD,BREAUX BRIDGE,LA,Farm Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",3,35,9.87,Hour,St. Martinville,LA,Individual Employer
H-300-14051-984424,2014-03-13,H-2A,2014-02-20,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2014-04-15,2014-06-01,2014-04-15,2014-06-01,"Peri & Sons Farms of California, LLC",430 State Route 339,,Yerington,NV,89447,,,,,Farmworkers and Laborers,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",39,48,11.01,Hour,Holtville,CA,Individual Employer
H-300-14051-996046,2014-03-21,H-2A,2014-02-20,DETERMINATION ISSUED - PARTIAL CERTIFICATION,2014-04-20,2014-12-31,2014-04-20,2014-12-31,MJM Incorporated,County Road 7A,HCR 64 Box 64,Timber Lake,SD,57656,USA FARM LABOR,MANUEL FICK,WAYNESVILLE,NC,Ag. Equipment Operator,45-2091,Agricultural Equipment Operators,2,48,13.41,Hour,Timber Lake,SD,Individual Employer
H-300-14052-018909,2014-03-27,H-2A,2014-02-21,DETERMINATION ISSUED - CERTIFICATION,2014-05-01,2014-11-01,2014-05-01,2014-11-01,Talbott Honey,100 S. Bradford,,Kimball,SD,57355,AGRI PLACEMENTS INTERNATIONAL,ELAINE FLAMING,FAIRVIEW,OK,Farm Labor,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",18,48,13.41,Hour,Kimball,SD,Individual Employer
H-300-14052-038920,2014-04-01,H-2A,2014-02-21,DETERMINATION ISSUED - CERTIFICATION,2014-04-24,2014-10-15,2014-04-24,2014-10-15,"Cresencio Martinez ""Mixtepec Farming""",534 W.McElhany Ave,,Santa maria,CA,93458,The Law Office of H. Rebeca Vasquez,Herlinda Vasquez,Santa Maria,CA,Agricultural Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",5,48,11.01,Hour,Los Alamos,CA,Individual Employer
H-300-14052-052793,2014-03-26,H-2A,2014-02-21,DETERMINATION ISSUED - CERTIFICATION,2014-04-14,2014-12-01,2014-04-14,2014-12-01,JIM SCHNELLER,1448 LITTLE KNOB ROAD,,OAKLAND,KY,42159,"RAY WILCOXSON, INC","WALTER WILCOXSON, Jr",HORSE CAVE,KY,FARM WORKER CROP,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",4,40,10.1,Hour,OAKLAND,KY,Individual Employer
H-300-14052-054206,2014-03-17,H-2A,2014-02-21,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2014-04-07,2014-07-15,2014-04-07,2014-07-15,JACOBS FARM INC,4869 WEST LAKE RD,PO BOX 591,DUNKIRK,NY,14048,HELP,JOSEPH YOUNG,GOFFSTOWN,NH,farm workers and laborers crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",8,42,10.26,Hour,PARRISH,FL,Individual Employer
H-300-14052-074074,2014-03-26,H-2A,2014-03-03,DETERMINATION ISSUED - CERTIFICATION,2014-05-01,2014-12-18,2014-05-01,2014-12-18,Ernie Ferguson,400 Ferguson Road,,Puryear,TN,38251,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",3,40,10.1,Hour,PURYEAR,TN,Association - Filing as Agent (H-2A Only)
H-300-14052-081630,2014-03-27,H-2A,2014-03-05,DETERMINATION ISSUED - CERTIFICATION,2014-05-01,2015-01-15,2014-05-01,2015-01-15,Arnold O'Reilly,52 Stiff Dehaven Lane,,Hardinsburg,KY,40143,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",3,40,10.1,Hour,HARDINSBURG,KY,Association - Filing as Agent (H-2A Only)
H-300-14052-083127,2014-03-26,H-2A,2014-02-21,DETERMINATION ISSUED - CERTIFICATION,2014-04-25,2015-01-15,2014-04-25,2015-01-15,MIKE MACKIN,1940 SMITH LN.,,SPRINGFIELD,KY,40069,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/ LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",8,40,10.1,Hour,SPRINGFIELD,KY,Individual Employer
H-300-14052-090845,2014-03-17,H-2A,2014-02-21,DETERMINATION ISSUED - CERTIFICATION,2014-04-25,2014-12-01,2014-04-25,2014-12-01,DALE SEAY,3165 ST. RT. 94 E.,,SEDALIA,KY,42079,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/ LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",4,40,10.1,Hour,SEDALIA,KY,Individual Employer
H-300-14052-092041,2014-03-31,H-2A,2014-03-05,DETERMINATION ISSUED - CERTIFICATION,2014-05-01,2015-01-17,2014-05-01,2015-01-17,J and J Farms of Henry Co LLC,3577 Sulphur Rd,,Sulphur,KY,40070,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",3,40,10.1,Hour,SULPHUR,KY,Association - Filing as Agent (H-2A Only)
H-300-14052-094324,2014-03-14,H-2A,2014-02-21,DETERMINATION ISSUED - CERTIFICATION,2014-04-15,2015-01-01,2014-04-15,2015-01-01,JMAC Farms LLC,2806 Meadowlark,,Great Bend,KS,67530,AGRI PLACEMENTS INTERNATIONAL,ELAINE FLAMING,FAIRVIEW,OK,Farm Labor,45-2091,Agricultural Equipment Operators,2,48,13.41,Hour,St. John,KS,Individual Employer
H-300-14052-140129,2014-03-14,H-2A,2014-02-21,DETERMINATION ISSUED - CERTIFICATION,2014-04-10,2014-11-15,2014-04-10,2014-11-15,VAGA,"For UPS & FEDEX: 5037 Halifax Road, Halifax, Va. 24338 U.S. Postal","See attachment #1 for list of Grower Members, Names, Addresses, Co",Halifax,VA,24558,,,,,"Farmworker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",21,40,9.87,Hour,Floyd (See Attachment # 1),VA,Association - Joint Employer (H-2A Only)
